,column_code,dataset_name,column_name,business_entity_code
4349,capital-district-transportation-authority-cdta-annual-reports-beginning-2007.Annual Budget,capital-district-transportation-authority-cdta-annual-reports-beginning-2007,Annual Budget,Transportation.Green-Report.Fee-Distribution
4350,capital-improvement-program-cip-project-status.Fiscal Year,capital-improvement-program-cip-project-status,Fiscal Year,Government.Executive-Branch.Capital-Improvement-Program.Capital-Budget
4351,capital-improvement-program-cip-project-status.Project ID,capital-improvement-program-cip-project-status,Project ID,Government.Executive-Branch.Capital-Improvement-Program.Capital-Budget.projects
4352,capital-improvement-program-cip-project-status.Project Name,capital-improvement-program-cip-project-status,Project Name,
4353,capital-improvement-program-cip-project-status.Project Description,capital-improvement-program-cip-project-status,Project Description,
4354,capital-improvement-program-cip-project-status.Project Address,capital-improvement-program-cip-project-status,Project Address,
4355,capital-improvement-program-cip-project-status.Current Phase,capital-improvement-program-cip-project-status,Current Phase,Government.Executive-Branch.Capital-Improvement-Program.Capital-Budget.Project-Status
4356,capital-improvement-program-cip-project-status.Current Phase Type,capital-improvement-program-cip-project-status,Current Phase Type,
4357,capital-improvement-program-cip-project-status.Project URL,capital-improvement-program-cip-project-status,Project URL,
4358,capital-improvement-program-cip-project-status.Latitude,capital-improvement-program-cip-project-status,Latitude,
4359,capital-improvement-program-cip-project-status.Longitude,capital-improvement-program-cip-project-status,Longitude,
4360,capital-improvement-program-cip-project-status.Council Districts,capital-improvement-program-cip-project-status,Council Districts,
4361,capital-improvement-program-cip-project-status.Location,capital-improvement-program-cip-project-status,Location,
4362,loudoun-road-casings-d3d30.OBJECTID,loudoun-road-casings-d3d30,OBJECTID,Geospatial.GIS.GIS-Database.Data-Layers
4363,loudoun-road-casings-d3d30.RD_SURFACE,loudoun-road-casings-d3d30,RD_SURFACE,Geospatial.Transportation-Network.Roads
4364,loudoun-road-casings-d3d30.RD_UPD_DATE,loudoun-road-casings-d3d30,RD_UPD_DATE,Geospatial.GIS.GIS-Operations.Data-Management.Open-Data
4365,loudoun-road-casings-d3d30.RD_TYPE,loudoun-road-casings-d3d30,RD_TYPE,Geospatial.Transportation-Network.Roads
4366,loudoun-road-casings-d3d30.Shape_Length,loudoun-road-casings-d3d30,Shape_Length,Geospatial.Transportation-Network.Roads
4367,loudoun-road-casings-d3d30.Shape_Area,loudoun-road-casings-d3d30,Shape_Area,Geospatial.Transportation-Network.Roads
4368,loudoun-road-casings-d3d30.RD_LOUD_ID,loudoun-road-casings-d3d30,RD_LOUD_ID,Geospatial.Transportation-Network.Roads
4369,historic-deer-kill-locations-data.the_geom,historic-deer-kill-locations-data,the_geom,
4370,historic-deer-kill-locations-data.OBJECTID,historic-deer-kill-locations-data,OBJECTID,
4371,historic-deer-kill-locations-data.Cost Center,historic-deer-kill-locations-data,Cost Center,
4372,historic-deer-kill-locations-data.Calendar Year,historic-deer-kill-locations-data,Calendar Year,
4373,historic-deer-kill-locations-data.Fiscal Year,historic-deer-kill-locations-data,Fiscal Year,
4374,historic-deer-kill-locations-data.Fiscal Year Quarter,historic-deer-kill-locations-data,Fiscal Year Quarter,
4375,historic-deer-kill-locations-data.Deer Kill Date (UTC),historic-deer-kill-locations-data,Deer Kill Date (UTC),
4376,historic-deer-kill-locations-data.County Number,historic-deer-kill-locations-data,County Number,
4377,historic-deer-kill-locations-data.Comments,historic-deer-kill-locations-data,Comments,
4378,historic-deer-kill-locations-data.Latitude (WGS84),historic-deer-kill-locations-data,Latitude (WGS84),
4379,historic-deer-kill-locations-data.Longitude (WGS84),historic-deer-kill-locations-data,Longitude (WGS84),
4380,historic-deer-kill-locations-data.Burial Description,historic-deer-kill-locations-data,Burial Description,
4381,historic-deer-kill-locations-data.Maintenance District Number,historic-deer-kill-locations-data,Maintenance District Number,
4382,historic-deer-kill-locations-data.GLOBALID,historic-deer-kill-locations-data,GLOBALID,
4383,historic-deer-kill-locations-data.RAMS Route ID,historic-deer-kill-locations-data,RAMS Route ID,
4384,historic-deer-kill-locations-data.County Name,historic-deer-kill-locations-data,County Name,
4385,historic-deer-kill-locations-data.Record Created By,historic-deer-kill-locations-data,Record Created By,
4386,historic-deer-kill-locations-data.Date Record Created (UTC),historic-deer-kill-locations-data,Date Record Created (UTC),
4387,historic-deer-kill-locations-data.Edited BY,historic-deer-kill-locations-data,Edited BY,
4388,historic-deer-kill-locations-data.Date Last Edited (UTC),historic-deer-kill-locations-data,Date Last Edited (UTC),
4389,historic-deer-kill-locations-data.REST Service Last Updated (UTC),historic-deer-kill-locations-data,REST Service Last Updated (UTC),
4390,historic-deer-kill-locations-data.UTC Offset for REST Service Date,historic-deer-kill-locations-data,UTC Offset for REST Service Date,
4391,historic-deer-kill-locations-data.UTC Offset for Deer Kill Date,historic-deer-kill-locations-data,UTC Offset for Deer Kill Date,
4392,historic-deer-kill-locations-data.Reference Post,historic-deer-kill-locations-data,Reference Post,
4393,historic-deer-kill-locations-data.Reference Post Offset,historic-deer-kill-locations-data,Reference Post Offset,
4394,historic-deer-kill-locations-data.Common Route Name,historic-deer-kill-locations-data,Common Route Name,
4395,historic-deer-kill-locations-data.Burial Method,historic-deer-kill-locations-data,Burial Method,
4396,historic-deer-kill-locations-data.Sex of Deer,historic-deer-kill-locations-data,Sex of Deer,
4397,historic-deer-kill-locations-data.Response to Complaint (Y/N),historic-deer-kill-locations-data,Response to Complaint (Y/N),
4398,historic-deer-kill-locations-data.Transportation-Operations.Inventory-Management.TMS,historic-deer-kill-locations-data,Transportation-Operations.Inventory-Management.TMS,
4399,historic-deer-kill-locations-data.Transportation-Operations.Asset-Management.ITS,historic-deer-kill-locations-data,Transportation-Operations.Asset-Management.ITS,
4400,historic-deer-kill-locations-data.Transportation-Operations.Asset-Management.ATMS,historic-deer-kill-locations-data,Transportation-Operations.Asset-Management.ATMS,
4401,historic-deer-kill-locations-data.Transportation-Operations.Asset-Management.Roads,historic-deer-kill-locations-data,Transportation-Operations.Asset-Management.Roads,
4402,historic-deer-kill-locations-data.Transportation-Operations.Asset-Management.Commercial-Vehicles,historic-deer-kill-locations-data,Transportation-Operations.Asset-Management.Commercial-Vehicles,
4403,historic-deer-kill-locations-data.Transportation-Operations.Asset-Management.Commercial-Vehicles.Trucks,historic-deer-kill-locations-data,Transportation-Operations.Asset-Management.Commercial-Vehicles.Trucks,
4404,historic-deer-kill-locations-data.Transportation-Operations.Asset-Management.Commercial-Vehicles.Bus,historic-deer-kill-locations-data,Transportation-Operations.Asset-Management.Commercial-Vehicles.Bus,
4405,historic-deer-kill-locations-data.Transportation-Operations.Road-Management.Road-Conditions,historic-deer-kill-locations-data,Transportation-Operations.Road-Management.Road-Conditions,
4406,historic-deer-kill-locations-data.Transportation-Operations.Road-Management.Road-Work,historic-deer-kill-locations-data,Transportation-Operations.Road-Management.Road-Work,
4407,historic-deer-kill-locations-data.Transportation-Operations.Road-Management.Road-Closures,historic-deer-kill-locations-data,Transportation-Operations.Road-Management.Road-Closures,
4408,historic-deer-kill-locations-data.Transportation-Operations.Road-Management.Maintenance,historic-deer-kill-locations-data,Transportation-Operations.Road-Management.Maintenance,
4409,historic-deer-kill-locations-data.Transportation-Operations.Road-Management.Traffic-Management,historic-deer-kill-locations-data,Transportation-Operations.Road-Management.Traffic-Management,
4410,historic-deer-kill-locations-data.Transportation-Operations.Road-Management.Traffic-Management.Commercial-Vehicle-Restrictions,historic-deer-kill-locations-data,Transportation-Operations.Road-Management.Traffic-Management.Commercial-Vehicle-Restrictions,
4411,historic-deer-kill-locations-data.Transportation-Operations.Road-Management.Traffic-Management.Traffic,historic-deer-kill-locations-data,Transportation-Operations.Road-Management.Traffic-Management.Traffic,
4412,la-express-park-project-area.the_geom,la-express-park-project-area,the_geom,Transportation.Personal-Transportation.Location
4413,la-express-park-project-area.Project Area,la-express-park-project-area,Project Area,Transportation.Jurisdiction
4414,la-express-park-project-area.Status,la-express-park-project-area,Status,Transportation.Waiting-Time.Delay
4415,la-express-park-project-area.# On-Street Spaces,la-express-park-project-area,# On-Street Spaces,Transportation.Personal-Transportation.Vehicle
4416,pole-attachments.Pole Attachment ID,pole-attachments,Pole Attachment ID,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4417,pole-attachments.Signal Name,pole-attachments,Signal Name,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection.Traffic-Signals.Traffic-Light
4418,pole-attachments.Location Latitude,pole-attachments,Location Latitude,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection
4419,pole-attachments.Location Longitude,pole-attachments,Location Longitude,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection
4420,pole-attachments.Pole Attachment Description,pole-attachments,Pole Attachment Description,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4421,pole-attachments.Pole Attachment Provider,pole-attachments,Pole Attachment Provider,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4422,pole-attachments.Created Date,pole-attachments,Created Date,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4423,pole-attachments.Modified Date,pole-attachments,Modified Date,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4424,pole-attachments.Intersection Quadrant,pole-attachments,Intersection Quadrant,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection
4425,pole-attachments.Install Date,pole-attachments,Install Date,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection.Traffic-Signals.Traffic-Light
4426,pole-attachments.Status,pole-attachments,Status,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection.Traffic-Signals.Traffic-Light
4427,pole-attachments.Signal,pole-attachments,Signal,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection.Traffic-Signals.Traffic-Signal-System
4428,pole-attachments.ATD Location ID,pole-attachments,ATD Location ID,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4429,pole-attachments.Infrastructure Owner,pole-attachments,Infrastructure Owner,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4430,pole-attachments.Infrastructure Type,pole-attachments,Infrastructure Type,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4431,pole-attachments.Provider ID,pole-attachments,Provider ID,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Infrastructure
4432,pole-attachments.Location,pole-attachments,Location,Transportation-And-Mobility.Transportation.Road-Transport.Automobile-Transport.Intersection
4433,service-flat-file.Agency,service-flat-file,Agency,Public-And-Transit.Transit-Agency
4434,service-flat-file.NTD ID,service-flat-file,NTD ID,Public-And-Transit.Transit-Agency.Ridership-Data
4435,service-flat-file.Reporter Type,service-flat-file,Reporter Type,
4436,service-flat-file.Organization Type,service-flat-file,Organization Type,
4437,service-flat-file.City,service-flat-file,City,
4438,service-flat-file.State,service-flat-file,State,
4439,service-flat-file.Agency VOMS,service-flat-file,Agency VOMS,
4440,service-flat-file.Mode,service-flat-file,Mode,Public-And-Transit.Transit-Vehicle
4441,service-flat-file.Type Of Service,service-flat-file,Type Of Service,
4442,service-flat-file.Mode VOMS,service-flat-file,Mode VOMS,
4443,service-flat-file.Mode VOMS Questionable,service-flat-file,Mode VOMS Questionable,
4444,service-flat-file.UACE Code,service-flat-file,UACE Code,
4445,service-flat-file.UZA Name,service-flat-file,UZA Name,
4446,service-flat-file.Primary UZA Area Sq Miles,service-flat-file,Primary UZA Area Sq Miles,
4447,service-flat-file.Primary UZA Population,service-flat-file,Primary UZA Population,
4448,service-flat-file.Service Area Sq Miles,service-flat-file,Service Area Sq Miles,
4449,service-flat-file.Service Area Population,service-flat-file,Service Area Population,
4450,service-flat-file.Time Period,service-flat-file,Time Period,
4451,service-flat-file.Time Service Begins,service-flat-file,Time Service Begins,
4452,service-flat-file.Time Service Ends,service-flat-file,Time Service Ends,
4453,service-flat-file.Actual Vehicle/Passenger Car Miles,service-flat-file,Actual Vehicle/Passenger Car Miles,Public-And-Transit.Transit-Vehicle.Bus.Revenue-Data.Revenue-Miles
4454,service-flat-file.Vehicle Miles Questionable,service-flat-file,Vehicle Miles Questionable,
4455,service-flat-file.Actual Vehicle/Passenger Car Revenue Miles,service-flat-file,Actual Vehicle/Passenger Car Revenue Miles,Public-And-Transit.Transit-Vehicle.Bus.Revenue-Data.Revenue-Miles
4456,service-flat-file.Vehicle Revenue Miles Questionable,service-flat-file,Vehicle Revenue Miles Questionable,
4457,service-flat-file.Actual Vehicle/ Passenger Deadhead Miles,service-flat-file,Actual Vehicle/ Passenger Deadhead Miles,
4458,service-flat-file.Deadhead Miles Questionable,service-flat-file,Deadhead Miles Questionable,
4459,service-flat-file.Scheduled Vehicle/Passenger Car Revenue Miles,service-flat-file,Scheduled Vehicle/Passenger Car Revenue Miles,
4460,service-flat-file.Scheduled Revenue Miles Questionable,service-flat-file,Scheduled Revenue Miles Questionable,
4461,service-flat-file.Actual Vehicles/ Passenger Car Hours,service-flat-file,Actual Vehicles/ Passenger Car Hours,
4462,service-flat-file.Vehicle Hours Questionable,service-flat-file,Vehicle Hours Questionable,
4463,service-flat-file.Actual Vehicle/Passenger Car Revenue Hours,service-flat-file,Actual Vehicle/Passenger Car Revenue Hours,
4464,service-flat-file.Vehicle Revenue Hours Questionable,service-flat-file,Vehicle Revenue Hours Questionable,
4465,service-flat-file.Actual Vehicle/Passenger Car Deadhead Hours,service-flat-file,Actual Vehicle/Passenger Car Deadhead Hours,
4466,service-flat-file.Deadhead Hours Questionable,service-flat-file,Deadhead Hours Questionable,
4467,service-flat-file.Charter Service Hours,service-flat-file,Charter Service Hours,
4468,service-flat-file.School Bus Hours,service-flat-file,School Bus Hours,
4469,service-flat-file.Trains In Operation,service-flat-file,Trains In Operation,Public-And-Transit.Transit-Vehicle.Train
4470,service-flat-file.Trains in Operation Questionable,service-flat-file,Trains in Operation Questionable,
4471,service-flat-file.Train Miles,service-flat-file,Train Miles,
4472,service-flat-file.Train Miles Questionable,service-flat-file,Train Miles Questionable,
4473,service-flat-file.Train Revenue Miles,service-flat-file,Train Revenue Miles,
4474,service-flat-file.Train Revenue Miles Questionable,service-flat-file,Train Revenue Miles Questionable,
